studentnum,course.id,ctar_q1_1,ctar_q2_1,ctar_q3_1,ctar_q4_1,ctar_q5_1,ctar_q6_1,ctar_q7_1,ctar_q8_1,ctar_q9_1,ctar_q10_1,ctar_q11_1,ctar_q12_1,ctar_q13_1,ctar_q14_1,ctar_q15_1,ctar_q16_1,ctar_q17_1,gender,class
2220,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
2221,GC1_B_2017_4,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2223,GC1_A_2017_4,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Freshman
2224,GC1_A_2017_4,Not at all typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2227,GC1_C_2018_1,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
2228,GC1_C_2018_1,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Freshman
2229,GC1_A_2017_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
2230,GC1_C_2018_1,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Female,Freshman
2234,GC1_A_2017_4,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
2238,GC1_A_2018_2,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Female,Freshman
2239,GC1_A_2017_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2241,GC1_A_2018_2,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Female,Junior
2243,GC1_A_2017_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
2244,GC1_B_2017_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
2252,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2254,GC1_A_2017_4,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2256,GC1_B_2017_4,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Male,Freshman
2257,GC1_A_2018_2,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Male,Freshman
2258,GC1_A_2017_4,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
2260,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2261,GC1_C_2018_1,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Female,Freshman
2264,GC1_B_2017_4,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2265,GC1_C_2018_1,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Male,Sophomore
2266,GC1_B_2017_4,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2268,GC1_B_2017_4,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Male,Freshman
