studentnum,course.id,ctar_q1_1,ctar_q2_1,ctar_q3_1,ctar_q4_1,ctar_q5_1,ctar_q6_1,ctar_q7_1,ctar_q8_1,ctar_q9_1,ctar_q10_1,ctar_q11_1,ctar_q12_1,ctar_q13_1,ctar_q14_1,ctar_q15_1,ctar_q16_1,ctar_q17_1,gender,class
1817,GC1_A_2016_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
1818,GC1_A_2018_2,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Sophomore
1819,GC1_C_2017_1,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Male,Freshman
1820,GC1_A_2018_2,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Sophomore
1821,GC1_A_2017_2,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Sophomore
1822,GC1_C_2018_1,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Junior
1823,GC1_A_2017_2,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Female,Freshman
1824,GC1_A_2017_2,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Sophomore
1825,GC1_C_2018_1,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Male,Sophomore
1826,GC1_C_2018_1,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Sophomore
1827,GC1_B_2017_4,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Sophomore
1828,GC1_C_2017_1,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
1830,GC1_C_2017_1,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
1831,GC1_A_2017_2,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
1832,GC1_A_2018_2,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Sophomore
1833,GC1_B_2017_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Male,Sophomore
1834,GC1_B_2016_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Freshman
1835,GC1_A_2017_2,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Female,Sophomore
1836,GC1_A_2018_2,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Female,Sophomore
1837,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Sophomore
1838,GC1_C_2017_1,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Not at all typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
1839,GC1_B_2016_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
1840,GC1_C_2017_1,Not at all typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Female,Freshman
1841,GC1_A_2018_2,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Male,Sophomore
1842,GC1_B_2017_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Female,Sophomore
