studentnum,course.id,ctar_q1_1,ctar_q2_1,ctar_q3_1,ctar_q4_1,ctar_q5_1,ctar_q6_1,ctar_q7_1,ctar_q8_1,ctar_q9_1,ctar_q10_1,ctar_q11_1,ctar_q12_1,ctar_q13_1,ctar_q14_1,ctar_q15_1,ctar_q16_1,ctar_q17_1,gender,class
1875,GC1_A_2017_2,Quite typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
1876,GC1_C_2017_1,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Female,Freshman
1877,GC1_A_2017_2,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Male,Sophomore
1879,GC1_A_2016_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
1882,GC1_A_2016_4,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
1883,GC1_A_2016_4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
1884,GC1_B_2016_4,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
1885,GC1_C_2018_1,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Male,Junior
1886,GC1_C_2017_1,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Female,Sophomore
1888,GC1_B_2016_4,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Female,Freshman
1889,GC1_A_2016_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
1891,GC1_A_2017_2,Not at all typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Not at all typical of me,Very typical of me,Very typical of me,Female,Sophomore
1894,GC1_A_2016_4,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Freshman
1899,GC1_B_2016_4,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Male,Freshman
1900,GC1_A_2017_2,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
1902,GC1_B_2016_4,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
1903,GC1_B_2016_4,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Female,Freshman
1904,GC1_C_2017_1,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Freshman
1905,GC1_C_2017_1,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
1907,GC1_C_2017_1,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
1910,GC1_A_2016_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
1911,GC1_A_2017_2,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Male,Freshman
1914,GC1_A_2016_4,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Freshman
1915,GC1_B_2017_4,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Female,Sophomore
1916,GC1_A_2016_4,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
